web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212618-162","https://www.expat-dakar.com/machines-a-laver?page=3","Aspirateur Électrique Avec Filtration D'eau Harlem
Neuf
Grand-Dakar,
Dakar

vendredi, 11:33

50 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/aspirateur-electrique-avec-filtration-deau-harlem-5748187","Aspirateur Électrique Avec Filtration D'eau Harlem","Neuf","Grand-Dakar

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/61b059888a9a90ff08dd57139cab1190/-/horizon-files-prod/ed/picture/qzv46mx8/8dd6b7a101d6045e99131bbfaf8c405e531b8bc7.jpg"
"1717212621-163","https://www.expat-dakar.com/machines-a-laver?page=3","Machine a laver 6kg GRUNDIG A+++
Venant
Colobane,
Dakar

vendredi, 22:01

119 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-grundig-a-6077793","Machine a laver 6kg GRUNDIG A+++","Venant","Colobane

Dakar","119 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/956109f77a7be78d359ee06e99da42b4/-/horizon-files-prod/ed/picture/qngx4ew0/0c5236e703626b68106d32848c3f6ef3031c4e77.jpg"
"1717212626-164","https://www.expat-dakar.com/machines-a-laver?page=3","Machine A laver Whirlpool 7kg • A**+
Venant
Fass,
Dakar

vendredi, 22:17

124 900 F Cfa

778546592","https://www.expat-dakar.com/annonce/machine-a-laver-whirlpool-7kg-a-6077807","Machine A laver Whirlpool 7kg • A**+","Venant","Fass

Dakar","124 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4beb781558f62d1b5dacb15ba5fd12db/-/horizon-files-prod/ed/picture/qq47me6p/0f90d89fa25f16659ed55e103533a03dc7fb1058.jpg"
"1717212628-165","https://www.expat-dakar.com/machines-a-laver?page=3","Machine A laver GRUNDIG 6kg A++
Venant
Fass,
Dakar

vendredi, 22:20

120 000 F Cfa

778546592","https://www.expat-dakar.com/annonce/machine-a-laver-grundig-6kg-a-6077808","Machine A laver GRUNDIG 6kg A++","Venant","Fass

Dakar","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/91bb0f50ea9b78aec6c4ec27fa95fbc6/-/horizon-files-prod/ed/picture/q8v5jwn0/28d990541d4fd75297a4d8aca052fc90519a4a64.jpg"
"1717212631-166","https://www.expat-dakar.com/machines-a-laver?page=3","LG et Samsung 17kg
Venant
Liberte 6 extension,
Dakar

samedi, 18:58

335 000 F Cfa

776562988","https://www.expat-dakar.com/annonce/lg-et-samsung-17kg-6077229","LG et Samsung 17kg","Venant","Liberte 6 extension

Dakar","335 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/48ed4c80bad84d74d349d619ed6a49c9/-/horizon-files-prod/ed/picture/qq47mrzn/3d7c011b71cdecb16b75518f450cd76ff8176333.jpg"
"1717212634-167","https://www.expat-dakar.com/machines-a-laver?page=3","Machine à laver 7-8kg LG
Réconditionné
Sacré-cœur,
Dakar

samedi, 20:41

140 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/machine-a-laver-7-8kg-lg-6078331","Machine à laver 7-8kg LG","Réconditionné","Sacré-cœur

Dakar","140 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6de8e3b7fde16c0b662a992b2ef2eee4/-/horizon-files-prod/ed/picture/q448xkmv/e9b04d1d9738b88b47844c787fc35c85833c168e.jpg"
"1717212636-168","https://www.expat-dakar.com/machines-a-laver?page=3","60 pouces télé Samsung
D'occasion
Sacré-cœur,
Dakar

samedi, 20:57

240 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/60-pouces-tele-samsung-6078339","60 pouces télé Samsung","D'occasion","Sacré-cœur

Dakar","240 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/16bffbc16765478ff7b9e3a52554cb27/-/horizon-files-prod/ed/picture/q2jq4mnq/532bc6953d7f4d224bdc140330393c025cae64fa.jpg"
"1717212641-169","https://www.expat-dakar.com/machines-a-laver?page=2","Lave linge 6 kg Blusky
Venant
Sacré-cœur,
Dakar

samedi, 21:02

100 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/lave-linge-6-kg-blusky-6078340","Lave linge 6 kg Blusky","Venant","Sacré-cœur

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0772d22a2e712dcd985dd6159401771c/-/horizon-files-prod/ed/picture/qdek58j7/ba0337a4536083d31b5ea3a5efd60e1a6b6c20cc.jpg"
"1717212643-170","https://www.expat-dakar.com/machines-a-laver?page=2","SECHE LINGE BEKO 7KG
D'occasion
Dieuppeul,
Dakar

dimanche, 15:00

95 000 F Cfa

774256528","https://www.expat-dakar.com/annonce/seche-linge-beko-7kg-6078373","SECHE LINGE BEKO 7KG","D'occasion","Dieuppeul

Dakar","95 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cec8c88dae8b47f12a3494030cb5a3b1/-/horizon-files-prod/ed/picture/qq47m0kn/0ff987eefd24ec1ce06ad047e33c03f5479e929f.jpg"
"1717212646-171","https://www.expat-dakar.com/machines-a-laver?page=2","PROMO MACHINE À LAVER 8KG SMART TECHNOLOGY
Neuf
Plateau,
Dakar

lundi, 00:13

105 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-machine-a-laver-8kg-smart-technology-6078745","PROMO MACHINE À LAVER 8KG SMART TECHNOLOGY","Neuf","Plateau

Dakar","105 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a35770e533b2efe5030a20af8eb443d1/-/horizon-files-prod/ed/picture/q785ke0d/c5bc9ae6d26652d7448855ba4a7851e903ff54b2.jpg"
"1717212648-172","https://www.expat-dakar.com/machines-a-laver?page=2","PROMO MACHINE À LAVER SMART TECHNOLOGY 9KG
Neuf
Plateau,
Dakar

lundi, 00:25

119 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-machine-a-laver-smart-technology-9kg-6078747","PROMO MACHINE À LAVER SMART TECHNOLOGY 9KG","Neuf","Plateau

Dakar","119 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/92db535b8405bccda765c6a3920f4344/-/horizon-files-prod/ed/picture/q0gwqe96/a55a90e46db2c2418c3965a41b74ed094748bcd7.jpg"
"1717212651-173","https://www.expat-dakar.com/machines-a-laver?page=2","Machines à laver 17kg
Venant
Liberte 6 extension,
Dakar

lundi, 15:46

300 000 F Cfa

776562988","https://www.expat-dakar.com/annonce/machines-a-laver-17kg-6073762","Machines à laver 17kg","Venant","Liberte 6 extension

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6847a70acee3af2fa4357e1613a673e2/-/horizon-files-prod/ed/picture/qdek5nww/809507e72074c48fa7484ac5f93148633493a8bd.jpg"
"1717212653-174","https://www.expat-dakar.com/machines-a-laver?page=2","Machine à laver Astech
Neuf
Plateau,
Dakar

lundi, 18:20

1 F Cfa

781895591","https://www.expat-dakar.com/annonce/machine-a-laver-astech-6079464","Machine à laver Astech","Neuf","Plateau

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/47a8f77ed8b98bf25284381d2c449c18/-/horizon-files-prod/ed/picture/qenq6609/d0e369ea4f1ceb5a012b19c73f33fadd70266453.jpg"
"1717212656-175","https://www.expat-dakar.com/machines-a-laver?page=2","Machine à laver
Neuf
Plateau,
Dakar

mardi, 10:48

179 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/machine-a-laver-3856887","Machine à laver","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/64c93b865d8a242ae9a698b2af27cfb2/-/horizon-files-prod/ed/picture/qz0ep9v/f40009b5bdcdd0fdd5601b76262f5ee316f52d3c.jpg"
"1717212658-176","https://www.expat-dakar.com/machines-a-laver?page=2","Machine a Laver ENDURO 7KG A+++ inverter
Neuf
Colobane,
Dakar

mercredi, 01:20

180 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-7kg-a-inverter-6055955","Machine a Laver ENDURO 7KG A+++ inverter","Neuf","Colobane

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4badc8cb5f9eecb4dd31b493f17dd4b7/-/horizon-files-prod/ed/picture/qxj2r7gm/badde89bd2f9bde5c09265736710d2024fdcba6a.jpg"
"1717212660-177","https://www.expat-dakar.com/machines-a-laver?page=2","machine à laver astech 7kg inverter a+++
Neuf
Ouakam,
Dakar

mercredi, 10:25

Vendeur vérifié

179 900 F Cfa

200 000 F Cfa

Économisez 10.1%

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-inverter-a-5993425","machine à laver astech 7kg inverter a+++","Neuf","Ouakam

Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e7f7bc54740e6be4fc4edd26af87a15/-/horizon-files-prod/ed/picture/q0gw0e2d/764d210d0eece1ad83e327a6297ec75004164571.jpg"
"1717212663-178","https://www.expat-dakar.com/machines-a-laver?page=2","PROMO MACHINE À LAVER 6KG ÉLECTRON BLANC
Neuf
Plateau,
Dakar

mercredi, 23:33

169 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-machine-a-laver-6kg-electron-blanc-6081342","PROMO MACHINE À LAVER 6KG ÉLECTRON BLANC","Neuf","Plateau

Dakar","169 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/005a4b9c8530d6e452dff815fca884f3/-/horizon-files-prod/ed/picture/qenqg5kz/ac8bd3aca06de622c9a326f01e273efc5456625a.jpg"
"1717212668-179","https://www.expat-dakar.com/machines-a-laver?page=1","PROMO MACHINE À LAVER SHARP 8KG SEMI-AUTOMATIQUE BLANC
Neuf
Plateau,
Dakar

Hier, 01:05

169 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-machine-a-laver-sharp-8kg-semi-automatique-blanc-6082254","PROMO MACHINE À LAVER SHARP 8KG SEMI-AUTOMATIQUE BLANC","Neuf","Plateau

Dakar","169 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1142ca50f639df88e69d1bb6a2de8db5/-/horizon-files-prod/ed/picture/qrzvd8mq/9171464c8f0a11b534174b2aa6c272be3b02bc2a.jpg"
"1717212670-180","https://www.expat-dakar.com/machines-a-laver?page=1","PROMO MACHINE À LAVER 6KG CAC SILVER
Neuf
Plateau,
Dakar

Hier, 01:10

168 500 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-machine-a-laver-6kg-cac-silver-6082262","PROMO MACHINE À LAVER 6KG CAC SILVER","Neuf","Plateau

Dakar","168 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ae4612a9837c817ff10e5a7bdb65be3/-/horizon-files-prod/ed/picture/qdekx7m4/49db5eb0a9a983b183fd2eb02d3adb865c75bc2c.jpg"
"1717212672-181","https://www.expat-dakar.com/machines-a-laver?page=1","PROMO MACHINE À LAVER 6KG MASER SILVER
Neuf
Plateau,
Dakar

Hier, 01:20

168 500 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-machine-a-laver-6kg-maser-silver-6082265","PROMO MACHINE À LAVER 6KG MASER SILVER","Neuf","Plateau

Dakar","168 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/27239979e950eb79a769705fd5a82a13/-/horizon-files-prod/ed/picture/qzvdgpwq/0ef944917399edeba82b4adb8b634f886ef81213.jpg"
"1717212675-182","https://www.expat-dakar.com/machines-a-laver?page=1","lessive pour machine à laver pods ou liquide
Neuf
Mbao,
Dakar

Hier, 06:04

10 000 F Cfa

775966783

775966783","https://www.expat-dakar.com/annonce/lessive-pour-machine-a-laver-pods-ou-liquide-6082196","lessive pour machine à laver pods ou liquide","Neuf","Mbao

Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b6ef3863b29e370b384c22f61f84833/-/horizon-files-prod/ed/picture/q8v5q4dn/970ca7e131b23d76612b12f34e7ae29eb8be34a6.jpg"
"1717212677-183","https://www.expat-dakar.com/machines-a-laver?page=1","MACHINE A LAVER ELACTRON 9KG NOIR EL- W900MVW
Neuf
Plateau,
Dakar

Hier, 08:54

255 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/machine-a-laver-elactron-9kg-noir-el-w900mvw-6057628","MACHINE A LAVER ELACTRON 9KG NOIR EL- W900MVW","Neuf","Plateau

Dakar","255 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c741ae04dd7501daa071091454fd3d1/-/horizon-files-prod/ed/picture/qwe24v66/073051d788d8ff01fb0432881d07bfdc88a2f4f2.jpg"
"1717212680-184","https://www.expat-dakar.com/machines-a-laver?page=1","Machine à laver 12Kg Inverter Elactron
Neuf
Plateau,
Dakar

Hier, 10:01

Vendeur vérifié

360 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-12kg-inverter-elactron-6013134","Machine à laver 12Kg Inverter Elactron","Neuf","Plateau

Dakar","360 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/784a67882376f1a43377aa0efd11bc71/-/horizon-files-prod/ed/picture/qm5pq726/9d1f9d88b19e71ed3a3003ab383d5b33513b84f7.jpg"
"1717212682-185","https://www.expat-dakar.com/machines-a-laver?page=1","Machine à laver SAMSUNG 8KG
Neuf
Plateau,
Dakar

Hier, 10:33

Vendeur vérifié

350 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-8kg-5661297","Machine à laver SAMSUNG 8KG","Neuf","Plateau

Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ad3ba83dbe15232baeae7cfe1af7426/-/horizon-files-prod/ed/picture/q44d8wz9/67041255a859dc447353273fd152dd1f2a137d28.jpg"
"1717212684-186","https://www.expat-dakar.com/machines-a-laver?page=1","Machine a laver beko 9kg inverter
Neuf
Mbao,
Dakar

Hier, 11:50

274 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/machine-a-laver-beko-9kg-inverter-6082676","Machine a laver beko 9kg inverter","Neuf","Mbao

Dakar","274 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddafd78809a8dd24721a3a3733a5f911/-/horizon-files-prod/ed/picture/qrzvdr0n/a7d014687383be9ddf4a4dce1a6c2d1511162277.jpg"
"1717212687-187","https://www.expat-dakar.com/machines-a-laver?page=1","Machine à laver 7Kg DESKA A+++
Neuf
Plateau,
Dakar

Hier, 20:46

164 900 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-deska-a-6083107","Machine à laver 7Kg DESKA A+++","Neuf","Plateau

Dakar","164 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/850266a46da1233c228e08bda9fb4cc4/-/horizon-files-prod/ed/picture/qq47p95j/54cc45efe2c476d9b8bd770a3f56b45fc400697c.jpg"
"1717212689-188","https://www.expat-dakar.com/machines-a-laver?page=1","PROMO MACHINE À LAVER 10KG/6KG SÉCHAGE ASTECH INVERTER
Neuf
Plateau,
Dakar

Hier, 23:10

498 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-machine-a-laver-10kg6kg-sechage-astech-inverter-6083145","PROMO MACHINE À LAVER 10KG/6KG SÉCHAGE ASTECH INVERTER","Neuf","Plateau

Dakar","498 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c91a5727e201d94a547a6fd02aaabcc/-/horizon-files-prod/ed/picture/q785np9d/85ea8b4e4b9093af39642ee78693c30c859e3dac.jpg"
