web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212146-66","https://www.expat-dakar.com/machines-a-laver?page=13","MACHINE À LAVER TCL 8KG SILVER
Neuf
Plateau,
Dakar

21. avr., 22:56

219 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-tcl-8kg-silver-6053216","MACHINE À LAVER TCL 8KG SILVER","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e795466f4aea8cedbc90d0cf7bddbdfc/-/horizon-files-prod/ed/picture/qpd6v2rm/e9e92fc1d96f59691a02ebe2337ffbccc4fd87e1.jpg"
"1717212150-67","https://www.expat-dakar.com/machines-a-laver?page=13","Machine à laver Candy CS1292DE
Neuf
Point-e,
Dakar

22. avr., 10:52

Vendeur vérifié

250 000 F Cfa

781302424","https://www.expat-dakar.com/annonce/machine-a-laver-candy-cs1292de-6053542","Machine à laver Candy CS1292DE","Neuf","Point-e

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/951e3c84dc2c185ba6447baa54bbce50/-/horizon-files-prod/ed/picture/qenq47pd/c141283f8b0a4a60996e9264ebfe9a0b9e7880ac.png"
"1717212154-68","https://www.expat-dakar.com/machines-a-laver?page=13","Machine à laver
Neuf
Médina,
Dakar

22. avr., 13:57

130 000 F Cfa

777531067

784743636","https://www.expat-dakar.com/annonce/machine-a-laver-6053741","Machine à laver","Neuf","Médina

Dakar","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/01517424c2a4c0d5c3dc7f694e1006b1/-/horizon-files-prod/ed/picture/q56xj5k6/b6a88039b90965631ef847e9b1d6077953e01f85.jpg"
"1717212157-69","https://www.expat-dakar.com/machines-a-laver?page=13","Machine à laver 7kg LG inverter A++
Venant
Derkle,
Dakar

23. avr., 08:27

Vendeur vérifié

130 000 F Cfa

776361422","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-lg-inverter-a-6054298","Machine à laver 7kg LG inverter A++","Venant","Derkle

Dakar","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5202432aa6ea635effb0ac2f2cea4b75/-/horizon-files-prod/ed/picture/qrzv94pj/5b4778c0f0fad23b191d43395476372249124997.jpg"
"1717212167-70","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à laver 7kg
Neuf
Plateau,
Dakar

23. avr., 10:47

190 000 F Cfa

773189012","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-5727487","Machine à laver 7kg","Neuf","Plateau

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7e23a29b4e8a0b6b25bed5272a7b310/-/horizon-files-prod/ed/picture/qzv4xnwr/1753211e5838798514054b7c9e2fd95260af0c36.jpg"
"1717212170-71","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à laver Beko 12kg inverter
Neuf
Ouakam,
Dakar

24. avr., 11:33

Vendeur vérifié

359 900 F Cfa

380 000 F Cfa

Économisez 5.3%

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-beko-12kg-inverter-6055386","Machine à laver Beko 12kg inverter","Neuf","Ouakam

Dakar","380 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c5940a23dbd980e45859664e5c64889/-/horizon-files-prod/ed/picture/qenq4854/26d7088e4a70a81e8353e60dff446b200be2a989.jpg"
"1717212174-72","https://www.expat-dakar.com/machines-a-laver?page=12","MACHINE A LAVER TCL 8KG SILVER
Réconditionné
Plateau,
Dakar

24. avr., 12:04

210 000 F Cfa

778546592","https://www.expat-dakar.com/annonce/machine-a-laver-tcl-8kg-silver-6055446","MACHINE A LAVER TCL 8KG SILVER","Réconditionné","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68b249c646433542131783e400cfedfd/-/horizon-files-prod/ed/picture/qv4e8rd5/e23075d089320bddbdde9ffb96bc2a07b6f98c6b.jpg"
"1717212177-73","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à Laver 10kgs Inverter
Neuf
Plateau,
Dakar

24. avr., 16:23

290 000 F Cfa

773189012","https://www.expat-dakar.com/annonce/machine-a-laver-10kgs-inverter-6055754","Machine à Laver 10kgs Inverter","Neuf","Plateau

Dakar","290 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f5aecbdb08aacb07d70cd15ea54fe7a/-/horizon-files-prod/ed/picture/qrzv9wp4/3e7bc9d04f6830b98beaa71ef524a438f4c83f36.jpg"
"1717212181-74","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à Laver Astech 7 Kgs
Neuf
Plateau,
Dakar

25. avr., 22:49

170 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7-kgs-5796084","Machine à Laver Astech 7 Kgs","Neuf","Plateau

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89937058c81e969ecdbe25858b44c68f/-/horizon-files-prod/ed/picture/qdewgd22/2872d4a6f83250426af586eef0641743327a292e.jpg"
"1717212184-75","https://www.expat-dakar.com/machines-a-laver?page=12","MACHINE A LAVER 8KG TCL SILVER
Neuf
Plateau,
Dakar

26. avr., 01:44

219 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-tcl-silver-6057008","MACHINE A LAVER 8KG TCL SILVER","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/02224ebca4e84f525d9ded9ab9db4d11/-/horizon-files-prod/ed/picture/q8v566nx/18a762b06c2b8f5caaad318d8b1616efb2adb746.jpg"
"1717212187-76","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à laver bosch 7-8 kg
D'occasion
Sacré-cœur,
Dakar

26. avr., 10:56

80 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/machine-a-laver-bosch-7-8-kg-6057302","Machine à laver bosch 7-8 kg","D'occasion","Sacré-cœur

Dakar","80 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/017fcf9f17f61d0b632e65b2e8d87f6a/-/horizon-files-prod/ed/picture/qv4e8742/5e6fc0d3a71c59f6df3359b7cbfaf59d5eb30d9c.jpg"
"1717212191-77","https://www.expat-dakar.com/machines-a-laver?page=12","MACHINE A LAVER HISENSE 8KG TOP LOAD SILVER
Neuf
Plateau,
Dakar

27. avr., 00:42

179 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-8kg-top-load-silver-6057767","MACHINE A LAVER HISENSE 8KG TOP LOAD SILVER","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b503533911d7ee0e4b4b6b7a9944bdd5/-/horizon-files-prod/ed/picture/q7852k88/31a6f71644330c0ecad856e0fde0c0e20a266004.jpg"
"1717212194-78","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à laver SAMSUNG 7kg
Neuf
Plateau,
Dakar

27. avr., 11:07

Vendeur vérifié

300 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-7kg-5661266","Machine à laver SAMSUNG 7kg","Neuf","Plateau

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/04fde788f9652ad3971b440add8ecd37/-/horizon-files-prod/ed/picture/q6x6k8pn/19fa5d93454f2118598614f745cccb800888482b.jpg"
"1717212197-79","https://www.expat-dakar.com/machines-a-laver?page=12","Machine à laver
Venant
Gueule-Tapée,
Dakar

29. avr., 12:37

120 000 F Cfa

781507714","https://www.expat-dakar.com/annonce/machine-a-laver-6059064","Machine à laver","Venant","Gueule-Tapée

Dakar","120 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d822e25b7dc612f5597cf7f0afe01a5f/-/horizon-files-prod/ed/picture/qenq0dkd/10f8ce5772739f2fff92f29d61bc62651287993f.jpg"
"1717212205-80","https://www.expat-dakar.com/machines-a-laver?page=11","Aspirateur sans sac Harlem Tornado Cyclone
Neuf
Grand-Dakar,
Dakar

samedi, 13:05

50 000 F Cfa

782963838

762963434

771874229","https://www.expat-dakar.com/annonce/aspirateur-sans-sac-harlem-tornado-cyclone-5340192","Aspirateur sans sac Harlem Tornado Cyclone","Neuf","Grand-Dakar

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e32165ca21253dd9b9c9760f1be9a074/-/horizon-files-prod/ed/picture/q9m0qdw0/1cc287703aa0b478be11f1519d6c2bc6c50c1545.jpg"
"1717212209-81","https://www.expat-dakar.com/machines-a-laver?page=11","Malette de poids 50 kg avec barre
Neuf
Cambérène,
Dakar

29. avr., 22:29

85 000 F Cfa

779161636","https://www.expat-dakar.com/annonce/malette-de-poids-50-kg-avec-barre-6059484","Malette de poids 50 kg avec barre","Neuf","Cambérène

Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3385115614810dea48d63d1c44bf619c/-/horizon-files-prod/ed/picture/qdekvezw/4d8b9d59c204e1eead62f49983cfcfaefa9c1ec5.jpg"
"1717212212-82","https://www.expat-dakar.com/machines-a-laver?page=11","Machine A laver GRUNDIG 6kg A++
Venant
Fass,
Dakar

30. avr., 12:29

134 900 F Cfa

778546592","https://www.expat-dakar.com/annonce/machine-a-laver-grundig-6kg-a-6059984","Machine A laver GRUNDIG 6kg A++","Venant","Fass

Dakar","134 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/524558dbc0011f88933ba868d71538b2/-/horizon-files-prod/ed/picture/qdekvwz8/6786379e5bb3331048a71933d41c40034e050263.jpg"
"1717212216-83","https://www.expat-dakar.com/machines-a-laver?page=11","Mini Machine A Laver Semi-Automatique Portable - 7Kg
Neuf
Castor,
Dakar

30. avr., 17:36

70 000 F Cfa

787198155

775078121","https://www.expat-dakar.com/annonce/mini-machine-a-laver-semi-automatique-portable-7kg-6025860","Mini Machine A Laver Semi-Automatique Portable - 7Kg","Neuf","Castor

Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffcaa81c6e89c79e735ae36166333ff2/-/horizon-files-prod/ed/picture/qpd69xw4/2bc6b2452dca13d4626134fc009dd81d1af9ecea.jpg"
"1717212222-84","https://www.expat-dakar.com/machines-a-laver?page=11","FER A REPASSER PHILIPS GC1426 1400W
Neuf
Plateau,
Dakar

1. mai, 06:01

28 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/fer-a-repasser-philips-gc1426-1400w-6060428","FER A REPASSER PHILIPS GC1426 1400W","Neuf","Plateau

Dakar","28 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a15b35938c1c1cdd324980b6f4e7e69/-/horizon-files-prod/ed/picture/qwe2v25m/595b7f398bb4e7e2d4f5b2d3e434ae1431156014.jpg"
"1717212226-85","https://www.expat-dakar.com/machines-a-laver?page=11","FER A REPASSER TEFAL 1026 1200W
Neuf
Plateau,
Dakar

1. mai, 06:11

24 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/fer-a-repasser-tefal-1026-1200w-6060431","FER A REPASSER TEFAL 1026 1200W","Neuf","Plateau

Dakar","24 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9909148fbd4c162a30b4d1d8f5cc6682/-/horizon-files-prod/ed/picture/q448z8q8/7aac58ed2d6284842db99ab035814fb718be4583.jpg"
"1717212229-86","https://www.expat-dakar.com/machines-a-laver?page=11","Machine à laver astech 7kg
Neuf
Plateau,
Dakar

2. mai, 12:17

180 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-5652802","Machine à laver astech 7kg","Neuf","Plateau

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3cfa49d2e122e036796bb178ca5579d9/-/horizon-files-prod/ed/picture/qv4pp795/7c60a71189bced19f377bfbaea1e055507de3335.jpg"
"1717212234-87","https://www.expat-dakar.com/machines-a-laver?page=11","Machine A laver 6kg A++
Venant
Colobane,
Dakar

2. mai, 12:23

135 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-a-6058660","Machine A laver 6kg A++","Venant","Colobane

Dakar","135 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4d7141d11be855f782312f658eee765/-/horizon-files-prod/ed/picture/qpd6vkzr/527f360661afefacfd6c2bd2a8eb5f9363cc8d70.jpg"
"1717212237-88","https://www.expat-dakar.com/machines-a-laver?page=11","Machine a Laver ENDURO 10KG Inverter Gris Noir
Neuf
Colobane,
Dakar

3. mai, 10:58

275 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-10kg-inverter-gris-noir-6055948","Machine a Laver ENDURO 10KG Inverter Gris Noir","Neuf","Colobane

Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4de8f93dd1a5429b9b33839167c7bac0/-/horizon-files-prod/ed/picture/q9m97v5n/c4d51caefb2f0627647788c058b84890303cef08.jpg"
"1717212240-89","https://www.expat-dakar.com/machines-a-laver?page=11","MACHINE A LAVER ASTECH 7KG SEMI AUTOMATIQUE BLANC
Neuf
Plateau,
Dakar

4. mai, 01:18

129 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-semi-automatique-blanc-6062595","MACHINE A LAVER ASTECH 7KG SEMI AUTOMATIQUE BLANC","Neuf","Plateau

Dakar","129 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a8a988f8c88a43db79a82f5e9b072b2/-/horizon-files-prod/ed/picture/qq47j5qv/b39ae2caaf6280cd2533ca6b484fb468fc2a9f36.jpg"
"1717212248-90","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver Astech ( 7Kg )
Neuf
Plateau,
Dakar

4. mai, 11:46

Vendeur vérifié

234 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-5201849","Machine à laver Astech ( 7Kg )","Neuf","Plateau

Dakar","234 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0946f69d0525e9f57937d2cd07c03335/-/horizon-files-prod/ed/picture/qng5pzkv/12dc4ff4cd29919ef1346d724c20dcbe3db9322d.jpg"
"1717212251-91","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver
Neuf
Biscuiterie,
Dakar

4. mai, 21:57

230 000 F Cfa

782810000

338240781

706999595","https://www.expat-dakar.com/annonce/machine-a-laver-6062796","Machine à laver","Neuf","Biscuiterie

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a620e6ca5c860fe8b1c81aa0490588b8/-/horizon-files-prod/ed/picture/q8v5e9gr/0c730884cb1b74be95ca55433331591894aa7986.jpg"
"1717212255-92","https://www.expat-dakar.com/machines-a-laver?page=10","Machine a laver 6k A++
Venant
Colobane,
Dakar

4. mai, 18:33

135 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/machine-a-laver-6k-a-6062976","Machine a laver 6k A++","Venant","Colobane

Dakar","135 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e654e7187a2d2e0e6a1ae73589fc8390/-/horizon-files-prod/ed/picture/qrzvpje9/2cba0432b3692c12a9f4768ec2bc3b2b2889411d.jpg"
"1717212258-93","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à Laver Bruhm 7 Kgs
Neuf
Plateau,
Dakar

4. mai, 22:51

100 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/machine-a-laver-bruhm-7-kgs-5995993","Machine à Laver Bruhm 7 Kgs","Neuf","Plateau

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7838652ec84b07897c293c9e727da252/-/horizon-files-prod/ed/picture/qngxkdwx/cc0fe9247f625ef184b3b62d60399b7fb1d110da.jpg"
"1717212261-94","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver béko 9kg inverter
Neuf
Mbao,
Dakar

6. mai, 09:06

270 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/machine-a-laver-beko-9kg-inverter-6049740","Machine à laver béko 9kg inverter","Neuf","Mbao

Dakar","270 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/030ad52d574a75105b25f201e893e4cd/-/horizon-files-prod/ed/picture/qdek8k47/6bef2176226a142213cb901ab5daca46eaa063ea.jpg"
"1717212265-95","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver ROCH inverter 9KG
Neuf
VDN,
Dakar

6. mai, 10:59

239 900 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/machine-a-laver-roch-inverter-9kg-5913905","Machine à laver ROCH inverter 9KG","Neuf","VDN

Dakar","239 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/891e2367e47f4b058b66a91b7d8cfd15/-/horizon-files-prod/ed/picture/qngx9jem/2c6a3710fbb79386f40e4c21539999b374208f88.jpg"
"1717212269-96","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à Laver 9Kg ELACTRON EL-W900MVW
Neuf
Plateau,
Dakar

6. mai, 11:57

Vendeur vérifié

280 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-elactron-el-w900mvw-6013122","Machine à Laver 9Kg ELACTRON EL-W900MVW","Neuf","Plateau

Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7feef7cb83163a9962ef9a7d841747c0/-/horizon-files-prod/ed/picture/q6xk8w9j/9ab1fb39301f00972bd369a06ce6a248e71f2f25.jpg"
"1717212273-97","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver 7Kg Elactron
Neuf
Plateau,
Dakar

6. mai, 12:00

Vendeur vérifié

185 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-elactron-6013107","Machine à laver 7Kg Elactron","Neuf","Plateau

Dakar","185 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c32b7b2fe390b1ca08f08fb817a958c/-/horizon-files-prod/ed/picture/qq47xne4/119a10528103482d0cd58105b2bbe67709002efc.jpg"
"1717212276-98","https://www.expat-dakar.com/machines-a-laver?page=10","Machine à laver 7kg
D'occasion
Hann maristes,
Dakar

6. mai, 12:09

100 000 F Cfa

777843433","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-6063717","Machine à laver 7kg","D'occasion","Hann maristes

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dac7c396cdd0e3e628781b915c84822d/-/horizon-files-prod/ed/picture/q2jqe58d/75b44f51612187d95d02451a0c201194d617c1eb.jpg"
"1717212278-99","https://www.expat-dakar.com/machines-a-laver?page=10","MACHINE A LAVER 9KG ASTECH INVERTER A+++
Neuf
Plateau,
Dakar

6. mai, 15:50

239 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-astech-inverter-a-6063935","MACHINE A LAVER 9KG ASTECH INVERTER A+++","Neuf","Plateau

Dakar","239 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4331d6992af5ba719d37970eec91d719/-/horizon-files-prod/ed/picture/qgq9nze8/78e7509004d2dacc09ce395c9c08f57c29fb9810.jpg"
"1717212285-100","https://www.expat-dakar.com/machines-a-laver?page=9","MACHINE A LAVER 9KG SEMI AUTO
Neuf
Plateau,
Dakar

6. mai, 18:46

105 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-semi-auto-6064065","MACHINE A LAVER 9KG SEMI AUTO","Neuf","Plateau

Dakar","105 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2fd3dd452a693bac14618bf221c4348/-/horizon-files-prod/ed/picture/qzvdn6vr/c0f831548ab62cd2c7978612929a63efb4a13d2c.jpg"
"1717212288-101","https://www.expat-dakar.com/machines-a-laver?page=9","Machine a laver roch 6kg a+++
Neuf
Médina,
Dakar

6. mai, 23:53

169 900 F Cfa

776164045","https://www.expat-dakar.com/annonce/machine-a-laver-roch-6kg-a-6028682","Machine a laver roch 6kg a+++","Neuf","Médina

Dakar","169 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de7c0fcf6bd12568f7b0d173dfa65cc6/-/horizon-files-prod/ed/picture/qpd646kp/9edc42035d668b892ec08452099dfb4aa8b1641a.jpg"
"1717212292-102","https://www.expat-dakar.com/machines-a-laver?page=9","Machine à laver Westpool 8kg
Neuf
Plateau,
Dakar

7. mai, 10:14

Vendeur vérifié

300 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-westpool-8kg-5212636","Machine à laver Westpool 8kg","Neuf","Plateau

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd506ebbf3148bd5bd56ea2d6ce47724/-/horizon-files-prod/ed/picture/qkrm7qwm/9fd8fc81d294efb444119b30b0cb878fc80c77f3.jpg"
"1717212296-103","https://www.expat-dakar.com/machines-a-laver?page=9","Machine à Laver Astech 9kg
Neuf
Plateau,
Dakar

7. mai, 13:16

245 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/machine-a-laver-astech-9kg-5833646","Machine à Laver Astech 9kg","Neuf","Plateau

Dakar","245 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/42026e036d7c7f5a3863214226307416/-/horizon-files-prod/ed/picture/qv4p78nj/46036a24b8f372272960e9b4276de0fcfdbb2b63.jpg"
"1717212299-104","https://www.expat-dakar.com/machines-a-laver?page=9","Machine a laver 7kg
Neuf
Plateau,
Dakar

8. mai, 09:32

175 000 F Cfa

771874918","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-5965009","Machine a laver 7kg","Neuf","Plateau

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/72c71b90159cca87ee6177fa055dce84/-/horizon-files-prod/ed/picture/q4487n6v/5c685204e4c390cfd14a7cf7be434e22a43604f5.jpg"
"1717212303-105","https://www.expat-dakar.com/machines-a-laver?page=9","MACHINE A LAVER HISENSE 6KG FRONT-LOAD SILVER WFVB6010MS
Neuf
Plateau,
Dakar

8. mai, 15:55

175 000 F Cfa

772355107","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-6kg-front-load-silver-wfvb6010ms-6065745","MACHINE A LAVER HISENSE 6KG FRONT-LOAD SILVER WFVB6010MS","Neuf","Plateau

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb5bc35509c90d554b652832b6eeabf5/-/horizon-files-prod/ed/picture/q785e4mq/75ca93111ff9876254f9126011cbef2c162d3953.jpg"
"1717212388-106","https://www.expat-dakar.com/machines-a-laver?page=9","Samsung 7kg addwash
Venant
Liberte 6 extension,
Dakar

8. mai, 17:16

150 000 F Cfa

776562988","https://www.expat-dakar.com/annonce/samsung-7kg-addwash-6065810","Samsung 7kg addwash","Venant","Liberte 6 extension

Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/740fe157179a92c4c4cb54c7529e4859/-/horizon-files-prod/ed/picture/qrzvpmmm/e5045e7214652b2452dcbfa6f804cf3a8dc0849c.jpg"
"1717212392-107","https://www.expat-dakar.com/machines-a-laver?page=9","Whirlpool 7kg
Venant
Liberte 6 extension,
Dakar

8. mai, 17:22

125 000 F Cfa

776562988","https://www.expat-dakar.com/annonce/whirlpool-7kg-6065815","Whirlpool 7kg","Venant","Liberte 6 extension

Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdc3bcebd743ba21cff61822718fbd38/-/horizon-files-prod/ed/picture/qj4r8998/c050d62ab4108b41b3086e95521e70fe32281dcc.jpg"
"1717212396-108","https://www.expat-dakar.com/machines-a-laver?page=9","Machine à laver Beko 8-9kg
Venant
Sacré-cœur,
Dakar

8. mai, 18:58

140 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/machine-a-laver-beko-8-9kg-6065859","Machine à laver Beko 8-9kg","Venant","Sacré-cœur

Dakar","140 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ea52a94a105f686e21b655e8b951108/-/horizon-files-prod/ed/picture/qj4r8908/85a5f942610e229a0a7fd94dc56ca3d05aa5a1c3.jpg"
"1717212403-109","https://www.expat-dakar.com/machines-a-laver?page=8","Machine à laver essentiel 7 kg
Venant
Sacré-cœur,
Dakar

8. mai, 19:03

130 000 F Cfa

781855699","https://www.expat-dakar.com/annonce/machine-a-laver-essentiel-7-kg-6065865","Machine à laver essentiel 7 kg","Venant","Sacré-cœur

Dakar","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eea4117e0ba039c7d74a5559389866d0/-/horizon-files-prod/ed/picture/qzvdnw9d/09ace675c559cac8a25b51a2ca61184627b12a86.jpg"
"1717212408-110","https://www.expat-dakar.com/machines-a-laver?page=8","MACHINE A LAVER LG 9KG+6KG SECHAGE INVERTER SILVER
Neuf
Plateau,
Dakar

9. mai, 00:33

459 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/machine-a-laver-lg-9kg6kg-sechage-inverter-silver-6066002","MACHINE A LAVER LG 9KG+6KG SECHAGE INVERTER SILVER","Neuf","Plateau

Dakar","459 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/925b2d56c3708c07e2c6191eeff0406c/-/horizon-files-prod/ed/picture/qv4e7r4k/ce943a3ad652a86a0bf7323c6e14b86abd019d73.jpg"
"1717212411-111","https://www.expat-dakar.com/machines-a-laver?page=8","MACHINE A LAVER LG 8KG+5KG SECHAGE INVERTER A+++SILVER
Neuf
Plateau,
Dakar

9. mai, 00:50

419 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-lg-8kg5kg-sechage-inverter-asilver-6066012","MACHINE A LAVER LG 8KG+5KG SECHAGE INVERTER A+++SILVER","Neuf","Plateau

Dakar","419 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68377dfe477135468de1d20578e5c468/-/horizon-files-prod/ed/picture/qm5px752/375fcb93a2f732e6f9c02927b7b49af013d6b186.jpg"
"1717212415-112","https://www.expat-dakar.com/machines-a-laver?page=8","Machine à Laver Beko 7Kgs
Neuf
Point-e,
Dakar

10. mai, 09:06

Vendeur vérifié

239 000 F Cfa

280 000 F Cfa

Économisez 14.6%

775339898","https://www.expat-dakar.com/annonce/machine-a-laver-beko-7kgs-6032755","Machine à Laver Beko 7Kgs","Neuf","Point-e

Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/292fae2a2e3afec0b7a93662910afbdd/-/horizon-files-prod/ed/picture/qxj27ek2/d7e556f9d3007e2efe67a5039d6816872116153c.jpg"
"1717212418-113","https://www.expat-dakar.com/machines-a-laver?page=8","Machine à laver Elactron 6kg
Neuf
Plateau,
Dakar

10. mai, 13:47

Vendeur vérifié

174 999 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/machine-a-laver-elactron-6kg-6013092","Machine à laver Elactron 6kg","Neuf","Plateau

Dakar","174 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cacdcf25665eae366a59c245936b2e2d/-/horizon-files-prod/ed/picture/q9m9xzvn/063425655cd9d6926b59ec1b614431417085dd0b.jpg"
